,coef,std_err,z,p_value,ci_low,ci_high
D:الرياض/جرير,0.6257210572682318,0.05840551503183593,10.713389941466334,8.807638023910625e-27,0.5112462478058334,0.7401958667306302
D:الرياض/حطين,1.3028478778486487,0.052112462606243234,25.000696813981758,6.007649835425008e-138,1.200707451140412,1.4049883045568854
D:الرياض/خنشليلة,0.21587402642564069,0.0749583487095855,2.879919717308757,0.003977764468801213,0.06895566295485311,0.36279238989642826
D:الرياض/دعكنة,0.05920297605797937,0.08799284055558461,0.6728158300626875,0.5010644655089502,-0.11326299143096646,0.2316689435469252
D:الرياض/ديراب,-0.09827179791547586,0.05675879890108151,-1.7313931904503945,0.08338166032036026,-0.2095190437615956,0.012975447930643896
D:الرياض/سدرة,0.8074016336934693,0.056539450338931325,14.28032336454317,2.902515096714751e-46,0.6965843110291638,0.9182189563577747
D:الرياض/سكيرينة,-0.03258034582292557,0.1098611501462953,-0.29655930034903455,0.7668029872611167,-0.24790820010966436,0.1827475084638132
D:الرياض/سلطانة,-0.025707122350100305,0.07054146875321886,-0.36442567477626087,0.7155401659950134,-0.16396840110640926,0.11255415640620864
D:الرياض/شبرا,0.2171412209914626,0.06184631229592317,3.5109808965243072,0.00044645648079843787,0.0959224488914532,0.338359993091472
D:الرياض/شرق الرياض,-1.2771624508422015,0.05024912984375886,-25.41660830373225,1.6526138013103517e-142,-1.3756507453359688,-1.1786741563484342
D:الرياض/طويق,0.3822106334360709,0.05097162907464262,7.498497504883813,6.455348124204107e-14,0.2823062404497714,0.4821150264223705
D:الرياض/طيبة,-0.014975091706711229,0.054147656489465165,-0.2765602923115379,0.7821177579419167,-0.12110449842606295,0.0911543150126405
D:الرياض/عتيقة,-0.18242888694546197,0.0692137619780545,-2.635731417161004,0.008395615557617402,-0.31808786042244874,-0.04676991346847517
D:الرياض/عرقة,1.0012886031976613,0.05322600709207769,18.812017994614816,6.0201882324424e-79,0.896965629297189,1.1056115770981336
D:الرياض/عرقه,1.1506775662113737,0.06361162315909795,18.089108704763493,3.883164676219541e-73,1.0259987848195418,1.2753563476032057
D:الرياض/عريض,-0.9231216837829723,0.05011963235025828,-18.418365029731014,9.358788795266671e-76,-1.0213561631894785,-0.8248872043764661
D:الرياض/عكاظ,0.0449537758667794,0.051080361810893815,0.880059856138141,0.3788268846647891,-0.05516373328257247,0.14507128501613126
D:الرياض/عليشة,0.23147993469249872,0.11738524480203588,1.9719679000787331,0.04861327105508053,0.0014048548805083994,0.46155501450448905
D:الرياض/غبيراء,-0.17917145936415865,0.06457148929534459,-2.7747766284999775,0.005523963346829223,-0.30573157838303405,-0.05261134034528325
D:الرياض/غرناطة,0.8203960123437093,0.05880967514469326,13.95001775346039,3.1452709220830375e-44,0.7051290490601105,0.935662975627308
D:الرياض/قرطبة,0.9442359992956955,0.05144403925801806,18.354624032531174,3.031782721354182e-75,0.84340568234998,1.0450663162414109
D:الرياض/لبن,0.42196375460903013,0.0510859669288329,8.259876047699391,1.4582381744997707e-16,0.32183525942851765,0.5220922497895426
D:الرياض/مطار الملك خالد الدولى,0.022714559470241293,0.06677218746273579,0.34017995116481436,0.7337210154725381,-0.10815892795672086,0.15358804689720343
D:الرياض/منفوحة,-0.05615500126237912,0.054695483136127605,-1.0266844361282819,0.3045690803030737,-0.16335814820918923,0.05104814568443098
D:الرياض/نمار,-0.39655589474032643,0.05024943257229445,-7.891748711187868,2.9798126939208096e-15,-0.49504478258202356,-0.2980670068986293
D:OTHER,-0.006855473002635436,0.06043147625050482,-0.11344209057904932,0.909680071609988,-0.12530116645362488,0.11159022044835401
Q:2020Q2,0.1612622817467961,0.010518690702117492,15.331022302455647,4.744601859146372e-53,0.14064564797064583,0.18187891552294638
Q:2020Q3,-0.029059380969383628,0.008453945212524329,-3.4373751235497494,0.0005873814977723821,-0.045629113585931316,-0.012489648352835944
Q:2020Q4,0.06049786880650645,0.007159079425353375,8.45050951554714,2.900342741254212e-17,0.04646607313281383,0.07452966448019907
Q:2021Q1,0.24088478151945797,0.00693377017662366,34.74080844669051,1.9079808906693573e-264,0.2272945919732756,0.2544749710656403
Q:2021Q2,0.33029382488887926,0.007556429696486787,43.710302107679624,0.0,0.31548322268376516,0.34510442709399336
Q:2021Q3,0.4404292133456111,0.007487633050204394,58.820886439351945,0.0,0.4257534525672105,0.4551049741240117
Q:2021Q4,0.562844193261373,0.007050059076697865,79.83538678728353,0.0,0.5490260774710453,0.5766623090517008
Q:2022Q1,0.7041176310874279,0.0070061140946534916,100.50045168758447,0.0,0.690385647461907,0.7178496147129487
Q:2022Q2,0.6940512092590126,0.008001812151429071,86.73675364086867,0.0,0.6783676574422117,0.7097347610758136
Q:2022Q3,0.5393310469706342,0.00889196649254445,60.65374261394722,0.0,0.5219027926452471,0.5567593012960212
Q:2022Q4,0.6138947916708025,0.008968172644368931,68.45260634631781,0.0,0.5963171732878394,0.6314724100537656
Q:2023Q1,0.5842180490166166,0.009500059821858479,61.49624949438761,0.0,0.5655979317657739,0.6028381662674592
Q:2023Q2,0.642764005620918,0.008181488974892709,78.56320623219408,0.0,0.6267282872301283,0.6587997240117076
Q:2023Q3,0.6102344989392144,0.007957362971609672,76.6880310872349,0.0,0.5946380675148595,0.6258309303635694
Q:2023Q4,0.7496807000903011,0.007499737878260582,99.9609202694128,0.0,0.7349812138489104,0.7643801863316918
Q:2025Q1,0.9469220684204416,0.008003977682588207,118.30643537154891,0.0,0.9312342721625687,0.9626098646783144
Q:2025Q2,0.991364014092895,0.009960873519491776,99.52581087923265,0.0,0.9718407019946911,1.010887326191099
Q:2025Q3,0.7928177365860507,0.010243745789030456,77.39529591168123,0.0,0.772739994839551,0.8128954783325504
Q:2025Q4,0.8547117815597524,0.012375499843289936,69.06482908835248,0.0,0.830455801866904,0.8789677612526007
